Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	stationaryDist[1]	stationaryDist[2]	tree_length
5184	-4796.28	-4907.651	111.3705	0.0799075	0.00368705	0.416885	0.0454621	0.0825505	0.0667978	0.0467337	0.145486	0.0684479	0.1098	0.0863533	0.112361	0.046628	0.111235	0.0162882	0.000412418	0.0262912	0.00352182	0.0819756	0.0301983	0.0858685	0.0251145	0.0334881	0.0348388	0.0467147	0.0340831	0.250639	0.0472434	0.0633526	0.00920811	0.00122373	0.184815	0.152765	0.127585	0.189506	0.266587	0.265488	0.10627	0.0134915	0.102303	0.0228583	0.0200407	0.0718809	0.338826	0.0787287	0.120554	0.0199364	0.0067774	0.0980362	0.0128187	0.0957601	0.0762277	0.032147	0.115693	0.0233284	0.13678	0.0457464	0.0111225	0.0331249	0.380939	0.00561701	0.0344336	0.0147509	0.0876363	0.340284	0.0672707	0.102379	0.182372	0.443505	0.157235	0.00603558	0.152545	0.0906389	0.0990172	0.0574368	0.8944752	1.105525	0.364469	0.611253	0.85764	1.16599	1.63598	2.74372	0.7298034	1.235948	0.011092	0.0005118	0.0578678	0.0063106	0.0114588	0.00927221	0.00648711	0.0201949	0.00950126	0.0152414	0.0119867	0.0155969	0.00647244	0.0154406	0.00226096	5.72477e-05	0.00364948	0.000488864	0.011379	0.00419183	0.0119194	0.00348614	0.00464849	0.00483598	0.00648447	0.00473108	0.0347912	0.00655785	0.00879398	0.00127818	0.000169867	0.0256541	0.0212054	0.0177101	0.0263053	0.0370049	0.0368524	0.0147514	0.00187276	0.0142007	0.00317297	0.00278185	0.00997779	0.0470324	0.0109283	0.016734	0.00276737	0.000940771	0.0136084	0.00177937	0.0132925	0.0105812	0.00446232	0.0160593	0.00323822	0.0189864	0.00635007	0.00154391	0.00459807	0.0528781	0.000779698	0.00477973	0.00204757	0.0121648	0.0472348	0.00933786	0.0142112	0.025315	0.0615629	0.0218258	0.000837799	0.0211748	0.0125816	0.0137446	0.00797281	0.552762	0.447238	7.20409
5220	-4809.566	-4919.842	110.2758	0.175406	0.00779593	0.491951	0.0196121	0.0870312	0.105489	0.0458331	0.16597	0.0397394	0.145215	0.11183	0.115323	0.0758702	0.0836481	0.0205458	0.000474505	0.0260689	0.0150509	0.101753	0.0631496	0.070652	0.0231353	0.0308185	0.0271753	0.0168834	0.0565952	0.357244	0.111294	0.0522626	0.0107477	0.00994678	0.187057	0.21459	0.0994399	0.271957	0.290652	0.325254	0.0358064	0.0765837	0.00745817	0.0348441	0.0535967	0.0728242	0.345256	0.101789	0.242387	0.00187381	0.00587489	0.0767796	0.0317535	0.073406	0.0629475	0.0707968	0.0425344	0.0375972	0.0124419	0.106862	0.0539373	0.0182255	0.342805	0.00790078	0.0304367	0.0148715	0.12234	0.339372	0.0590978	0.196369	0.204901	0.309135	0.119201	0.0209241	0.117223	0.105388	0.0757296	0.0456495	0.8516286	1.148371	0.354545	0.603078	0.854045	1.1709	1.65816	2.82051	0.7497639	1.348442	0.0226905	0.00100848	0.0636387	0.00253702	0.0112583	0.013646	0.00592895	0.0214698	0.00514068	0.0187849	0.0144663	0.0149181	0.00981455	0.0108207	0.0026578	6.13818e-05	0.00337227	0.00194698	0.0131628	0.00816901	0.00913952	0.00299277	0.00398668	0.00351539	0.00218403	0.00732115	0.046213	0.014397	0.00676068	0.00139031	0.00128671	0.0241976	0.0277593	0.0128635	0.0351802	0.0375987	0.0420748	0.00463191	0.00990684	0.000964787	0.00450743	0.00693326	0.00942052	0.0446623	0.0131674	0.0313551	0.000242395	0.000759974	0.00993219	0.00410763	0.00949578	0.00814287	0.00915826	0.00550223	0.00486356	0.00160948	0.0138237	0.00697731	0.00235765	0.0443452	0.00102204	0.00393728	0.00192377	0.0158259	0.043901	0.00764488	0.0254022	0.0265059	0.0399896	0.0154199	0.00270673	0.015164	0.0136329	0.00979636	0.00590521	0.574186	0.425814	7.73038
5256	-4799.588	-4911.011	111.4228	0.213307	0.0824183	0.482884	0.0301268	0.0623701	0.0976578	0.045914	0.180026	0.0253298	0.155162	0.0592563	0.101577	0.0412145	0.119153	0.0158942	0.00294949	0.0298324	0.00174011	0.0882417	0.0368102	0.0567862	0.0426883	0.0868105	0.0388849	0.0356575	0.0930591	0.210619	0.0965635	0.0489617	0.0058379	0.00750378	0.259366	0.146259	0.0814508	0.233556	0.105963	0.0977303	0.088694	0.0230631	0.166197	0.0182716	0.0402871	0.040397	0.132509	0.215138	0.313091	0.0240533	0.0067609	0.0809281	0.0195657	0.0613329	0.0215114	0.0548739	0.2358	0.0334597	0.065221	0.11378	0.0424394	0.0166021	0.171856	0.00392426	0.0292357	0.012196	0.243036	0.199063	0.0668071	0.318192	0.0985043	0.278678	0.15323	0.00759956	0.0113014	0.0965268	0.0788053	0.0646028	0.9067774	1.093223	0.3436	0.593926	0.84998	1.1765	1.68371	2.91036	0.772437	1.205613	0.0297619	0.0114995	0.0673751	0.00420348	0.00870228	0.0136258	0.00640622	0.0251184	0.00353418	0.0216492	0.00826782	0.0141727	0.00575052	0.016625	0.00221767	0.000411531	0.00416241	0.000242792	0.0123121	0.005136	0.00792317	0.00595614	0.0121124	0.00542548	0.00497517	0.0129842	0.0293869	0.0134732	0.00683146	0.000814542	0.00104698	0.0361884	0.0204071	0.0113645	0.0325873	0.0147847	0.013636	0.0123752	0.00321792	0.0231889	0.00254937	0.00562112	0.00563646	0.0184885	0.0300174	0.0436845	0.00335607	0.000943325	0.0112916	0.00272994	0.00855756	0.0030014	0.00765636	0.0329004	0.00466852	0.00910006	0.0158754	0.00592141	0.00231644	0.0239784	0.000547538	0.00407915	0.00170166	0.0339099	0.0277745	0.00932136	0.0443962	0.013744	0.038883	0.0213796	0.00106034	0.00157684	0.0134681	0.0109954	0.0090138	0.546611	0.453389	7.167096
5292	-4797.604	-4907.966	110.3618	0.367382	0.0311551	0.262815	0.0667436	0.0589391	0.0820782	0.103351	0.199048	0.0718081	0.110404	0.0686376	0.107512	0.0503323	0.0995911	0.0239699	0.0027003	0.0152106	0.00333262	0.0654167	0.0179291	0.0506392	0.0203329	0.0748036	0.0465501	0.0103874	0.0191812	0.206039	0.190477	0.0665058	0.0102897	0.0392521	0.244204	0.203946	0.161496	0.255015	0.157686	0.301775	0.0741009	0.0254864	0.0552191	0.0490839	0.192584	0.138834	0.0654308	0.00945379	0.279091	0.241584	0.00964733	0.061896	0.0638527	0.0900228	0.0664634	0.0949876	0.021563	0.08065	0.151656	0.082276	0.0659671	0.044488	0.00417042	0.339083	0.408222	0.0332459	0.328315	0.0409895	0.052225	0.023087	0.0834216	0.0238243	0.0437582	0.102158	0.0382171	0.102667	0.142113	0.0277242	0.8210037	1.178996	0.333675	0.585496	0.846198	1.18176	1.70795	2.99692	0.7936305	1.436042	0.0481844	0.00408618	0.0344699	0.00875383	0.00773023	0.0107651	0.0135552	0.0261064	0.00941808	0.0144801	0.00900225	0.0141008	0.0066014	0.013062	0.0031438	0.000354161	0.00199497	0.000437094	0.0085798	0.00235152	0.00664165	0.00266679	0.00981096	0.00610533	0.00136238	0.00251573	0.0270233	0.0249823	0.00872265	0.00134956	0.00514816	0.0320288	0.0267488	0.0211811	0.0334468	0.0206816	0.0395797	0.0097188	0.00334269	0.00724233	0.00643766	0.0252586	0.018209	0.00858165	0.00123992	0.0366045	0.0316853	0.00126531	0.00811805	0.00837468	0.0118071	0.0087171	0.0124582	0.00282813	0.0105778	0.0198907	0.010791	0.008652	0.00583487	0.000546977	0.0444728	0.0535409	0.0043604	0.0430606	0.00537602	0.00684963	0.00302801	0.0109413	0.0031247	0.00573915	0.0133986	0.0050124	0.0134654	0.018639	0.0036362	0.589498	0.410502	7.624494
5328	-4799.707	-4911.053	111.3463	0.185442	0.0208758	0.300943	0.0738867	0.0375798	0.103954	0.0320683	0.14319	0.0637232	0.166907	0.0690007	0.109659	0.0746037	0.0797382	0.0252185	0.0021984	0.0432806	0.020173	0.0556376	0.0341805	0.0855135	0.0160632	0.0514223	0.0469797	0.0285781	0.059041	0.148781	0.139372	0.0747369	0.00578051	0.0552054	0.221411	0.18166	0.0945729	0.242488	0.145708	0.374536	0.11543	0.000913183	0.0152348	0.0222946	0.130235	0.103777	0.0383254	0.0178309	0.232245	0.288333	0.0085686	0.0786993	0.152796	0.0410762	0.0841648	0.110699	0.0336145	0.0447987	0.162294	0.0672753	0.0484598	0.0626835	0.0126586	0.405975	0.339112	0.00569952	0.200218	0.00258588	0.0234756	0.00151655	0.0441488	0.0265018	0.0517983	0.0454528	0.26487	0.0220224	0.17211	0.0493732	0.8691371	1.130863	0.323429	0.576657	0.842191	1.18738	1.73413	3.09187	0.8161826	1.301133	0.0259673	0.00292322	0.0421407	0.0103463	0.00526227	0.0145566	0.0044905	0.0200508	0.0089231	0.0233718	0.0096621	0.0153554	0.0104467	0.0111657	0.00353132	0.000307839	0.00606054	0.0028248	0.00779088	0.00478627	0.0119744	0.00224931	0.00720061	0.00657852	0.00400176	0.00826745	0.0208336	0.0195161	0.0104653	0.000809438	0.00773036	0.0310039	0.0254377	0.0132429	0.0339554	0.0204033	0.052446	0.0161636	0.000127872	0.00213332	0.00312189	0.0182367	0.0145319	0.00536667	0.00249684	0.032521	0.040375	0.00119985	0.0110202	0.0213959	0.00575186	0.0117855	0.0155011	0.004707	0.00627311	0.0227259	0.0094205	0.00678577	0.00877751	0.00177257	0.0568483	0.0474855	0.000798098	0.0280364	0.000362099	0.00328727	0.000212361	0.00618212	0.00371103	0.00725327	0.00636471	0.0370895	0.00308377	0.0241004	0.00691368	0.565431	0.434569	7.141377
5364	-4802.565	-4913.222	110.6572	0.305054	0.0747426	0.56847	0.0351499	0.0596088	0.0403123	0.103444	0.235476	0.0333629	0.102131	0.0510243	0.101537	0.0350673	0.0941891	0.0266243	0.00184959	0.0194936	0.00501992	0.0695734	0.0438061	0.0701995	0.0234555	0.0643252	0.0519482	0.0494671	0.0442634	0.257258	0.110992	0.0595767	0.00766273	0.00817945	0.200916	0.166343	0.131427	0.318142	0.124619	0.263123	0.230675	0.00488969	0.0236858	0.0141994	0.0137234	0.0585982	0.229759	0.102161	0.0946547	0.0143525	0.0551074	0.0661797	0.0209131	0.090759	0.163278	0.0174984	0.139747	0.0374184	0.102928	0.203689	0.0066682	0.0173467	0.280705	0.0167423	0.048966	0.00674107	0.0758652	0.153625	0.11916	0.313024	0.199481	0.184151	0.0291907	0.0187537	0.176822	0.0798014	0.0297134	0.0590903	0.8505415	1.149459	0.298155	0.554223	0.831829	1.20217	1.80433	3.35396	0.8750148	1.351443	0.0409035	0.0100219	0.0762239	0.00471311	0.00799271	0.00540531	0.0138704	0.0315741	0.0044735	0.0136943	0.00684164	0.0136147	0.00470203	0.0126294	0.00356995	0.000248004	0.00261382	0.000673101	0.00932882	0.00587379	0.00941278	0.00314506	0.00862511	0.00696552	0.00663284	0.00593511	0.0344948	0.0148825	0.00798841	0.00102747	0.00109675	0.02694	0.0223042	0.0176225	0.0426584	0.0167097	0.0352811	0.0309302	0.000655639	0.00317593	0.00190395	0.00184012	0.0078572	0.0308075	0.0136984	0.0126919	0.00192447	0.00738913	0.00887378	0.00280416	0.0121695	0.0218933	0.00234629	0.0187381	0.00501728	0.0138012	0.0273118	0.000894112	0.00232594	0.0376386	0.0022449	0.00656565	0.000903884	0.0101725	0.020599	0.0159777	0.0419721	0.0267477	0.0246921	0.00391407	0.00251461	0.0237093	0.0107003	0.00398415	0.00792318	0.574729	0.425271	7.457898
5400	-4804.604	-4913.782	109.1785	0.188427	0.0170597	0.358559	0.0824612	0.0657286	0.135346	0.0964481	0.220491	0.111394	0.174197	0.065681	0.123588	0.0643565	0.106188	0.0387851	0.017264	0.021112	0.00515306	0.0808086	0.0326495	0.0888462	0.0495402	0.0247652	0.0484432	0.0395426	0.0223654	0.238432	0.185528	0.0632828	0.043373	0.00859734	0.205032	0.222458	0.129588	0.341424	0.0562523	0.295336	0.139909	0.0394551	0.022435	0.0226173	0.0558241	0.0453249	0.400935	0.118995	0.0743674	0.0214852	0.023652	0.118416	0.0390243	0.113173	0.149316	0.0227251	0.159641	0.00388919	0.317297	0.0128418	0.0345932	0.0439007	0.376271	0.0272562	0.0804812	0.0183131	0.125238	0.232815	0.0913362	0.0586261	0.181134	0.477513	0.132528	0.0446571	0.217513	0.109052	0.0464132	0.0369155	0.8568038	1.143196	0.339072	0.590095	0.848266	1.17888	1.69464	2.94923	0.7820305	1.334257	0.0226901	0.0020543	0.043177	0.00992984	0.00791492	0.0162981	0.0116141	0.0265512	0.0134139	0.0209765	0.00790919	0.0148822	0.0077497	0.012787	0.00467043	0.0020789	0.00254227	0.000620523	0.00973083	0.0039316	0.0106987	0.00596555	0.00298218	0.00583344	0.00476166	0.0026932	0.0287116	0.022341	0.0076204	0.0052229	0.00103528	0.0246895	0.026788	0.0156048	0.0411137	0.00677381	0.0355639	0.0168476	0.00475112	0.00270159	0.00272353	0.00672224	0.00545795	0.04828	0.0143292	0.0089552	0.00258721	0.00284813	0.0142594	0.00469924	0.0136281	0.0179804	0.00273652	0.0192237	0.00046833	0.0382083	0.00154639	0.00416566	0.00528645	0.0453099	0.00328214	0.00969141	0.00220524	0.015081	0.0280352	0.0109985	0.00705966	0.0218118	0.0575014	0.0159588	0.00537753	0.0261925	0.0131319	0.00558899	0.0044453	0.571598	0.428402	8.304386
5436	-4802.285	-4913.227	110.9427	0.14583	0.0243308	0.431087	0.0378913	0.0549739	0.125655	0.0295277	0.186321	0.0959337	0.0841927	0.0694236	0.0795396	0.0566691	0.114388	0.0272902	0.0229034	0.0287668	0.0139933	0.0713614	0.0385827	0.0595542	0.0458656	0.0286054	0.0457113	0.00659175	0.0287822	0.196411	0.218301	0.0833998	0.0281922	0.0186925	0.289851	0.13181	0.0994776	0.240197	0.124728	0.245015	0.0994181	0.0533959	0.13148	0.02186	0.034928	0.0518479	0.418329	0.0148905	0.196564	0.0483677	0.0261997	0.135728	0.0559519	0.118507	0.0891916	0.0247415	0.0290464	0.0901007	0.190244	0.143883	0.0124756	0.0567294	0.341867	0.00999077	0.0276326	0.02177	0.0976321	0.275596	0.0571748	0.0671411	0.250232	0.247528	0.113895	0.0341317	0.0301179	0.0720119	0.0635779	0.0698442	0.8995697	1.10043	0.378238	0.622408	0.862492	1.15943	1.60666	2.64384	0.702991	1.223285	0.0195643	0.00326419	0.057834	0.00508344	0.00737521	0.0168577	0.00396139	0.0249965	0.0128703	0.0112952	0.00931376	0.0106709	0.00760265	0.0153462	0.00366121	0.00307269	0.00385931	0.00187732	0.00957374	0.00517619	0.0079897	0.00615326	0.00383766	0.00613256	0.00088434	0.00386138	0.0263502	0.029287	0.0111888	0.00378223	0.00250776	0.038886	0.0176834	0.0133458	0.0322245	0.0167333	0.0328708	0.0133378	0.00716351	0.0176391	0.0029327	0.00468589	0.00695584	0.0561225	0.00199769	0.0263708	0.00648895	0.00351491	0.0182091	0.00750643	0.0158987	0.0119658	0.00331928	0.00389683	0.0120878	0.0255228	0.0193031	0.00167371	0.00761073	0.0458644	0.00134035	0.00370715	0.00292063	0.0130982	0.0369735	0.00767049	0.00900755	0.0335707	0.0332079	0.01528	0.00457906	0.00404057	0.00966102	0.00852951	0.00937019	0.550215	0.449785	7.453867
5472	-4819.34	-4930.989	111.6493	0.264621	0.0412872	0.249078	0.0264934	0.0812216	0.12929	0.0288698	0.121706	0.0588994	0.0628332	0.0891757	0.123216	0.0603833	0.0929037	0.0232996	0.00120191	0.024194	0.00961154	0.0326286	0.056785	0.0582258	0.0213158	0.0491805	0.0502771	0.0320954	0.0941965	0.209148	0.16495	0.0551224	0.0178399	0.0242665	0.185544	0.068801	0.222991	0.236061	0.223801	0.220824	0.127113	0.0011913	0.0199489	0.0736854	0.027734	0.0612832	0.0566989	0.0209897	0.344528	0.120016	0.0296072	0.0835536	0.131156	0.0730515	0.0906121	0.0901954	0.0126072	0.0192643	0.117055	0.0450019	0.0933984	0.0946363	0.166791	0.219688	0.278641	0.0154896	0.114284	0.100085	0.229407	0.00816671	0.0620427	0.0514152	0.04412	0.0521425	0.0419332	0.145605	0.222318	0.0371243	0.9009634	1.099037	0.340341	0.591171	0.848748	1.17821	1.69156	2.93823	0.7793292	1.219846	0.0376154	0.00586889	0.0354059	0.00376598	0.0115455	0.0183783	0.00410379	0.0173003	0.00837243	0.00893162	0.0126762	0.0175149	0.00858337	0.0132061	0.003312	0.000170849	0.00343913	0.00136626	0.00463809	0.00807188	0.00827669	0.00303001	0.00699092	0.0071468	0.00456229	0.0133898	0.02973	0.0234474	0.00783555	0.00253591	0.00344943	0.0263748	0.00977992	0.0316978	0.0335556	0.0318129	0.0313898	0.0180688	0.000169341	0.00283569	0.0104742	0.00394233	0.00871129	0.00805964	0.00298364	0.048974	0.01706	0.00420861	0.011877	0.0186436	0.0103841	0.0128803	0.0128211	0.00179209	0.00273838	0.0166391	0.00639694	0.0132764	0.0134524	0.023709	0.0312282	0.0396083	0.00220182	0.0162453	0.0142268	0.0326097	0.00116088	0.00881924	0.00730857	0.00627157	0.00741196	0.00596072	0.0206974	0.031602	0.00527715	0.549518	0.450482	7.034918
5508	-4800.491	-4911.946	111.4555	0.111097	0.111141	0.196164	0.0215383	0.0973913	0.0804589	0.0600646	0.258605	0.0514114	0.112211	0.0719676	0.0899087	0.0479821	0.0691955	0.024957	0.0162926	0.0124464	0.00361208	0.0715686	0.025926	0.0632819	0.0340732	0.0196299	0.0266362	0.0262252	0.0494243	0.0927391	0.207751	0.0702047	0.0160502	0.0153	0.219404	0.140204	0.0870014	0.18543	0.0760732	0.204112	0.16639	0.0214658	0.0743641	0.0257531	0.0423957	0.0751763	0.3208	0.0112108	0.116224	0.064875	0.0307028	0.0490565	0.0253992	0.0309626	0.0642259	0.0323297	0.110155	0.15244	0.157968	0.106379	0.0616806	0.0307008	0.435937	0.0685232	0.0723366	0.0190603	0.142624	0.230484	0.218488	0.0426686	0.186007	0.379404	0.206132	0.00772056	0.0231119	0.127785	0.0785728	0.0514457	0.9169116	1.083088	0.316003	0.570162	0.83922	1.19158	1.75389	3.16452	0.8329768	1.181235	0.015585	0.0155912	0.0275186	0.00302147	0.0136624	0.011287	0.00842606	0.036278	0.00721216	0.0157413	0.0100958	0.0126127	0.00673108	0.00970697	0.00350105	0.00228558	0.00174602	0.000506714	0.0100399	0.00363698	0.00887739	0.0047799	0.00275375	0.00373661	0.00367896	0.0069334	0.0130097	0.029144	0.00984855	0.00225157	0.00214633	0.0307787	0.0196683	0.0122048	0.0260127	0.0106718	0.0286335	0.0233417	0.00301129	0.010432	0.00361273	0.00594741	0.010546	0.0450029	0.00157269	0.0163043	0.00910088	0.00430709	0.0068818	0.00356309	0.00434354	0.00900981	0.00453532	0.0154529	0.0213847	0.0221603	0.0149232	0.00865276	0.00430681	0.0611546	0.00961265	0.0101476	0.00267384	0.0200077	0.032333	0.0306503	0.0059857	0.0260937	0.0532241	0.0289169	0.00108306	0.00324221	0.0179261	0.0110225	0.00721697	0.541544	0.458456	7.128434
5544	-4802.246	-4913.826	111.5802	0.234586	0.0442562	0.201114	0.0439485	0.0483335	0.0897692	0.0599297	0.206083	0.0891215	0.114908	0.078197	0.110331	0.0528169	0.0994613	0.0169361	0.00465398	0.0165846	0.00367836	0.126976	0.0242476	0.0852258	0.0508573	0.0175447	0.0591463	0.0454777	0.0658425	0.153193	0.198297	0.0607423	0.0185379	0.00377989	0.256917	0.184528	0.0992062	0.218451	0.0640643	0.163115	0.112302	0.0197404	0.119422	0.0262884	0.07518	0.0513533	0.198779	0.141317	0.116541	0.0519296	0.0108253	0.109456	0.0270193	0.0527463	0.179341	0.0427257	0.153163	0.117702	0.216271	0.135041	0.0331668	0.0339378	0.3823	0.00389867	0.074301	0.0274056	0.120902	0.175783	0.0617607	0.051068	0.0990755	0.381387	0.0695858	0.00622501	0.00582217	0.134098	0.0360649	0.0558988	0.9254806	1.074519	0.359051	0.606804	0.855687	1.16865	1.64798	2.78512	0.7406333	1.161039	0.0329443	0.00621516	0.0282437	0.00617195	0.00678776	0.0126068	0.00841628	0.0289415	0.0125159	0.0161373	0.0109817	0.0154944	0.0074174	0.0139679	0.00237843	0.000653586	0.00232908	0.000516574	0.017832	0.00340523	0.0119688	0.00714219	0.0024639	0.00830626	0.0063867	0.00924665	0.0215138	0.0278481	0.0085304	0.00260339	0.000530832	0.0360803	0.0259144	0.0139321	0.0306784	0.00899692	0.0229072	0.0157713	0.00277226	0.0167712	0.00369183	0.010558	0.00721185	0.0279156	0.019846	0.0163666	0.00729278	0.00152027	0.0153716	0.00379448	0.00740747	0.025186	0.00600022	0.0215096	0.0165297	0.0303723	0.0189646	0.00465781	0.00476609	0.0536887	0.000547514	0.0104345	0.00384873	0.016979	0.0246862	0.00867342	0.00717179	0.0139138	0.0535604	0.00977235	0.000874215	0.000817642	0.0188322	0.0050648	0.0078502	0.53726	0.46274	7.120685
5580	-4804.264	-4915.018	110.7544	0.135766	0.0406051	0.543537	0.0389596	0.101326	0.122266	0.0818146	0.220033	0.102769	0.107898	0.0782639	0.0879441	0.0938459	0.0972607	0.00244694	0.0023177	0.0428788	0.00974637	0.0582336	0.0298629	0.098645	0.0254881	0.0162173	0.0574309	0.0329061	0.0815145	0.114647	0.0920292	0.0385501	0.0069143	0.00752371	0.260816	0.155414	0.146647	0.28616	0.220001	0.220258	0.162325	0.00946898	0.0624949	0.00397109	0.131042	0.0676348	0.286669	0.171719	0.0661762	0.0646196	0.0516341	0.131194	0.0295269	0.0858862	0.119528	0.0331137	0.211965	0.152997	0.191175	0.0138191	0.0260008	0.0415701	0.150471	0.0108037	0.0704245	0.0294955	0.111319	0.212194	0.166599	0.187528	0.0866301	0.40342	0.0110271	0.0603854	0.0161255	0.0874666	0.0340151	0.0381714	0.9593327	1.040667	0.406884	0.644968	0.872126	1.14662	1.55047	2.4577	0.650203	1.084783	0.0177483	0.00530817	0.0710548	0.00509306	0.0132461	0.0159835	0.0106954	0.0287642	0.0134346	0.0141051	0.0102312	0.0114967	0.0122682	0.0127146	0.000319881	0.000302985	0.00560541	0.00127411	0.00761269	0.00390389	0.0128955	0.00333198	0.00212003	0.00750776	0.00430171	0.0106561	0.0149874	0.0120307	0.00503953	0.000903885	0.000983551	0.0340956	0.0203167	0.0191707	0.0374087	0.02876	0.0287937	0.0212202	0.00123785	0.00816976	0.000519127	0.0171307	0.00884168	0.0374753	0.0224483	0.008651	0.00844751	0.00674996	0.0171506	0.00385996	0.0112276	0.0156255	0.00432885	0.0277094	0.0200008	0.0249917	0.00180653	0.003399	0.00543432	0.0196706	0.00141233	0.00920637	0.00385585	0.0145524	0.0277394	0.0217789	0.024515	0.0113249	0.0527378	0.00144154	0.00789399	0.00210803	0.0114342	0.00444669	0.00499002	0.520334	0.479666	7.649543
